,job_title,publish,company,city,description,link,website,date,search_title
0,Data Engineer (m/w/d),Vor 4 Stunden,ISR Information Products AG,Münster,Du setzt kundenindividuelle Lösungen mit Big Data und Public Cloud Technologien um. Du wirkst bei Lösungsarchitekturen und der Herstellung von Deployments mit.,https://www.xing.com/jobs/muenster-data-engineer-102976840,xing,2023-06-03 12:18:10,Data Engineer
1,R&D Data Engineer (m/f/d),Vor 11 Stunden,YARA GmbH & Co. KG,Dülmen,"You shall report to Senior Data Engineer, Agronomic Analytics and Modelling group.",https://www.xing.com/jobs/duelmen-data-engineer-102921009,xing,2023-06-03 12:18:10,Data Engineer
2,Wissenschaftliche*r Mitarbeiter*in Digitale Produktion und Data Engineering,Vor 14 Stunden,Fraunhofer FFB,Münster,"Jessica Karsten Referentin für Personalmarketing und Recruiting Telefon: +49 241 8904-792 Stellensegment: Cloud, Engineer, Database, Developer, Web Design, Technology",https://www.xing.com/jobs/muenster-wissenschaftliche-mitarbeiter-digitale-produktion-data-engineering-91959633,xing,2023-06-03 12:18:10,Data Engineer
3,Machine Learning Engineer (m/w/d),Vor 16 Stunden,Kontakttechnik GmbH & Co. KG,Minden,Machine Learning Engineer (m/w/d) Ihre Aufgaben: Sie werden als Softwareentwickler Teil eines agilen Teams zur Umsetzung von Lösungen im Fokusmarkt Cloud im Bereich,https://www.xing.com/jobs/minden-machine-learning-engineer-101992501,xing,2023-06-03 12:18:10,Data Engineer
4,(Senior) Fullstack Developer*in (w/m/d),Vor 19 Stunden,Westphalia DataLab GmbH,Münster,Bring deine Expertise ein und hilf uns dabei unsere Data-Science Lösungen auf die nächste Ebene zu heben. Wir freuen uns auf deine Bewerbung!,https://www.xing.com/jobs/muenster-senior-fullstack-developer-102948086,xing,2023-06-03 12:18:10,Data Engineer
5,"DevOps Consultant | Big Data, LINUX, DevOps, JAVA, Cloud | bis 100% Home-Office mögl. (mwd)",Vor 21 Stunden,Vesterling AG,Dortmund,Als DevOps Engineer leisten Sie hier Beratung in Kundenprojekten bei einem innovativem Start-up.,https://www.xing.com/jobs/dortmund-devops-consultant-big-data-linux-devops-java-cloud-100-home-office-moegl-mwd-102945720,xing,2023-06-03 12:18:10,Data Engineer
6,"APEX / ORACLE Software Developer | Forms, Reports, Implementierung | Home-Office möglich (mwd)",Vor 21 Stunden,Vesterling AG,Dortmund,"Sie installieren, konfigurieren und monitoren BI/Big Data Anwendungen.",https://www.xing.com/jobs/dortmund-apex-oracle-software-developer-forms-reports-implementierung-home-office-mwd-102945452,xing,2023-06-03 12:18:10,Data Engineer
7,"APEX / ORACLE Software Developer | Forms, Reports, Implementierung | Home-Office möglich (mwd)",Vor 21 Stunden,Vesterling AG,Bochum,"Sie installieren, konfigurieren und monitoren BI/Big Data Anwendungen.",https://www.xing.com/jobs/bochum-apex-oracle-software-developer-forms-reports-implementierung-home-office-mwd-102945450,xing,2023-06-03 12:18:10,Data Engineer
8,"SAS Administrator | SAS Analytics Software, Linux, Java-Stack, Big Data | Inhouse (mwd)",Vor 23 Stunden,Vesterling AG,Paderborn,Als Linux Systems Engineer betreiben Sie bei einem etablierten IT-Beratungshaus Lösungen für SAS Business Intelligence und Big Data.,https://www.xing.com/jobs/paderborn-sas-administrator-sas-analytics-software-linux-java-stack-big-data-inhouse-mwd-102944810,xing,2023-06-03 12:18:10,Data Engineer
9,"SAS Administrator | SAS Analytics Software, Linux, Java-Stack, Big Data | Inhouse (mwd)",Vor 23 Stunden,Vesterling AG,Dortmund,Als Linux Systems Engineer betreiben Sie bei einem etablierten IT-Beratungshaus Lösungen für SAS Business Intelligence und Big Data.,https://www.xing.com/jobs/dortmund-sas-administrator-sas-analytics-software-linux-java-stack-big-data-inhouse-mwd-102944805,xing,2023-06-03 12:18:10,Data Engineer
