,job_title,publish,company,city,description,link,website,date,search_title
0,IoT Software Engineer (F/M/D),Vor 12 Stunden,Synctive,Bielefeld,"As an IoT Software Engineer, being supported by experienced IoT & Cloud Architects is essential for continuous improvement.",https://www.xing.com/jobs/bielefeld-iot-software-engineer-103005843,xing,2023-06-05 12:20:52,Data Engineer
1,Artificial Intelligence Manager (m/w/d),Vor 16 Stunden,Kontakttechnik GmbH & Co. KG,Minden,"Business Units und Fachbereichen die Roadmap für die nächsten Jahre Dazu erarbeiten Sie einen strukturellen und prozessualen Rahmen, in denen sich KI-Entwickler, Data",https://www.xing.com/jobs/minden-artificial-intelligence-manager-97232978,xing,2023-06-05 12:20:52,Data Engineer
2,Data Engineer (m/w/d) - hybrid,Gestern,AIM - Agile IT Management GmbH,Osnabrück,Vollzeit | unbefristet | Osnabrück | hybrid Als Data Engineer (m/w/d) bei AIM schaffst du durch deine Datenaufbereitung die Grundlage für die Analyseprojekte deiner,https://www.xing.com/jobs/osnabrueck-data-engineer-hybrid-102981349,xing,2023-06-05 12:20:52,Data Engineer
3,Data Engineer (m/w/d),Vor 2 Tagen,ISR Information Products AG,Münster,Du setzt kundenindividuelle Lösungen mit Big Data und Public Cloud Technologien um. Du wirkst bei Lösungsarchitekturen und der Herstellung von Deployments mit.,https://www.xing.com/jobs/muenster-data-engineer-102976840,xing,2023-06-05 12:20:52,Data Engineer
4,R&D Data Engineer (m/f/d),Vor 2 Tagen,YARA GmbH & Co. KG,Dülmen,"You shall report to Senior Data Engineer, Agronomic Analytics and Modelling group.",https://www.xing.com/jobs/duelmen-data-engineer-102921009,xing,2023-06-05 12:20:52,Data Engineer
5,Wissenschaftliche*r Mitarbeiter*in Digitale Produktion und Data Engineering,Vor 2 Tagen,Fraunhofer FFB,Münster,"Jessica Karsten Referentin für Personalmarketing und Recruiting Telefon: +49 241 8904-792 Stellensegment: Database, Engineer, Web Design, Cloud, Developer, Technology",https://www.xing.com/jobs/muenster-wissenschaftliche-mitarbeiter-digitale-produktion-data-engineering-91959633,xing,2023-06-05 12:20:52,Data Engineer
6,Machine Learning Engineer (m/w/d),Vor 2 Tagen,Kontakttechnik GmbH & Co. KG,Minden,Machine Learning Engineer (m/w/d) Ihre Aufgaben: Sie werden als Softwareentwickler Teil eines agilen Teams zur Umsetzung von Lösungen im Fokusmarkt Cloud im Bereich,https://www.xing.com/jobs/minden-machine-learning-engineer-101992501,xing,2023-06-05 12:20:52,Data Engineer
7,(Senior) Fullstack Developer*in (w/m/d),Vor 2 Tagen,Westphalia DataLab GmbH,Münster,Bring deine Expertise ein und hilf uns dabei unsere Data-Science Lösungen auf die nächste Ebene zu heben. Wir freuen uns auf deine Bewerbung!,https://www.xing.com/jobs/muenster-senior-fullstack-developer-102948086,xing,2023-06-05 12:20:52,Data Engineer
8,"DevOps Consultant | Big Data, LINUX, DevOps, JAVA, Cloud | bis 100% Home-Office mögl. (mwd)",Vor 2 Tagen,Vesterling AG,Dortmund,Als DevOps Engineer leisten Sie hier Beratung in Kundenprojekten bei einem innovativem Start-up.,https://www.xing.com/jobs/dortmund-devops-consultant-big-data-linux-devops-java-cloud-100-home-office-moegl-mwd-102945720,xing,2023-06-05 12:20:52,Data Engineer
9,"APEX / ORACLE Software Developer | Forms, Reports, Implementierung | Home-Office möglich (mwd)",Vor 2 Tagen,Vesterling AG,Dortmund,"Sie installieren, konfigurieren und monitoren BI/Big Data Anwendungen.",https://www.xing.com/jobs/dortmund-apex-oracle-software-developer-forms-reports-implementierung-home-office-mwd-102945452,xing,2023-06-05 12:20:52,Data Engineer
